time,total_score,pending_tasks,completed_tasks,expired_tasks,charging_queue_total,avg_battery
109,1751.3607,1,19,0,0,57.1954
110,1751.3607,1,19,0,0,58.6954
111,1751.3607,1,19,0,0,60.4635
112,1836.6234,0,20,0,0,62.251
113,1836.6234,1,20,0,0,63.751
114,1836.6234,1,20,0,0,65.2986
115,1836.6234,0,20,0,0,66.7986
116,1836.6234,0,20,0,0,67.0986
117,1836.6234,0,20,0,0,67.0986
118,1836.6234,0,20,0,0,67.0986
119,1836.6234,0,20,0,0,67.0986
120,1836.6234,0,20,0,0,65.8986
121,1836.6234,0,20,0,0,64.6986
122,1836.6234,0,20,0,0,63.4986
123,1929.4095,0,21,0,0,62.394
124,1929.4095,0,21,0,0,61.194
125,2014.4721,0,22,0,0,60.2816
126,2014.4721,0,22,0,0,59.3691
127,2014.4721,0,22,0,0,58.1691
128,2099.4069,0,23,0,0,57.1474
129,2099.4069,1,23,0,0,55.6474
130,2099.4069,1,23,0,0,54.2189
131,2099.4069,0,23,0,0,52.7189
132,2099.4069,0,23,0,0,51.2189
133,2099.4069,1,23,0,0,49.7189
134,2099.4069,1,23,0,0,48.2189
135,2099.4069,1,23,0,0,46.9875
136,2099.4069,1,23,0,0,46.9875
137,2099.4069,1,23,0,0,46.9875
138,2099.4069,1,23,0,0,46.9875
139,2099.4069,1,23,0,0,47.275
140,2099.4069,0,23,0,0,47.275
141,2099.4069,0,23,0,0,47.275
142,2186.4808,0,24,0,0,47.6113
143,2281.0855,0,25,0,0,47.9795
144,2364.5798,0,26,0,0,48.5776
145,2364.5798,0,26,0,0,48.8776
146,2364.5798,1,26,0,0,49.1776
147,2364.5798,1,26,0,0,49.5459
148,2364.5798,2,26,0,0,49.8459
149,2364.5798,2,26,0,0,50.1459
150,2364.5798,2,26,0,0,50.4459
151,2364.5798,2,26,0,0,50.7459
152,2364.5798,2,26,0,0,51.0459
153,2364.5798,2,26,0,0,51.3459
154,2364.5798,1,26,0,0,50.3038
155,2364.5798,0,26,0,0,49.1038
156,2364.5798,0,26,0,0,48.1725
157,2459.9118,0,27,0,0,48.7165
158,2459.9118,0,27,0,0,49.1947
159,2459.9118,0,27,0,0,49.7947
160,2459.9118,0,27,0,0,50.3947
161,2459.9118,0,27,0,0,50.9947
162,2459.9118,0,27,0,0,51.5947
163,2459.9118,0,27,0,0,52.1947
164,2459.9118,0,27,0,0,52.7947
165,2459.9118,0,27,0,0,53.3947
166,2545.5857,0,28,0,0,53.87
167,2545.5857,0,28,0,0,54.47
168,2545.5857,0,28,0,0,55.07
169,2545.5857,0,28,0,0,55.37
170,2545.5857,0,28,0,0,55.67
171,2545.5857,0,28,0,0,55.97
172,2638.3475,0,29,0,0,56.3573
173,2638.3475,0,29,0,0,56.6573
174,2638.3475,0,29,0,0,56.9573
175,2638.3475,0,29,0,0,56.0573
176,2729.9081,0,30,0,0,55.2108
177,2729.9081,0,30,0,0,54.3108
178,2729.9081,0,30,0,0,53.5688
179,2729.9081,0,30,0,0,53.0561
